EZTC3.SA,F,FB,GOOG,ITSA3.SA,MSFT,NFLX,PETR4.SA,TSLA,UGPA3.SA,VALE3.SA,^BVSP
0.017441675332842133,-0.017895717335608352,0.004989259735277418,0.000997506480624466,0.004411717976691598,0.004562150424864075,-0.020916655524855,-0.027656568369525347,8.947233044276359e-05,0.022956508503010342,-0.013396396893987528,0.006596900880377676
-0.016326699444613957,-0.044460303649291655,0.002336200291317647,0.0014004928807798134,0.011714154536307975,-0.018165350188433904,0.09307074402964122,-0.041916167664670656,-0.01964820988030358,-0.007140316471135222,-0.0734823934356621,-0.015229024729484397
-0.004149908554138992,-0.03127403064627998,-0.049043439758088114,-0.023170410400321084,-0.01592000534391591,-0.03478269210920015,-0.026512599749243915,-0.021874959845807895,-0.015476622961817177,-0.04023982321766806,-0.05948275138397685,-0.02580614272376891
0.025000276144949485,-0.01259857076843618,-0.006025289511062737,-0.016409977704720524,0.010293666936476598,0.003067098839500071,-0.027671073991809014,0.001597423497774475,-0.021562689673510715,0.016057112851056043,-0.03391376220917708,-0.00203956259982796
0.008130032503760765,0.018341402055441325,0.0018493815040527828,0.002183518772964854,-0.024744003641678836,-0.0005734662591396766,0.03213934689533171,-0.02870792844929393,-0.014928881025992324,-0.026338818621865268,-0.028463089225003846,-0.016300600807643062
-0.01774128861540658,0.006264566422128359,0.0190749725115682,0.014021727604361489,0.0029840001414842554,0.0091779491929036,0.014003658287007559,-0.09195417043953347,0.010199639427153517,0.007033408269485397,-0.08105473862740398,-0.01091364205256573
0.009851600588925091,-0.0505835222702431,-0.039549161684117595,-0.035134366532556416,-0.005951858221214468,-0.021599086693326996,-0.08594959783052436,-0.047016411001191805,-0.046006589541120135,-0.014863907657901798,-0.04357053499756247,-0.014425266993976837
0.0,-0.0008198053731950372,0.030699918589949693,0.020212363243516496,0.005987494942210736,0.02846631477116146,0.004692192299695419,0.07969654680871585,0.029304553885137086,0.021086955031506704,0.0722221370122178,0.01427691043549717
-0.00813030532364345,-0.018047444653403244,-0.034563397691854236,-0.0283606997523137,-0.03273717942955556,-0.0399171029194777,-0.028208450513120598,-0.0913883041824175,-0.005771593873749148,-0.006587188748369499,-0.029015669064531235,-0.023569620253164558
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07156679325129833,0.0,0.0,0.0,0.0
0.021312108715402456,-0.001671014472573562,0.003053605473305243,0.010569466039730191,-0.007692995086915788,-0.008433036150066742,0.03700498308575573,-0.029166610004646154,-0.0013171582283310057,-0.01971322307250889,-0.020277375530471597,-0.013274909901734522
-0.020867380826619764,-0.0041840737766678515,-0.009552841084424779,-0.0047592099130580046,-0.015503531110714452,0.004548985518803006,-0.0013903190909954066,-0.049356463173572895,-0.029406038670207524,0.0014625323120571743,0.0032679380482407705,-0.01082586646346273
0.0,0.009243983453615767,-0.002013723530306488,0.01165439831938131,0.018897674288132604,-0.006103725273236438,-0.050027840138476276,0.015801500803214408,0.006391566643011881,0.006571698972045459,-0.007600235115354237,0.0019126045955637494
-0.009835458646542117,0.010824260906170613,0.04014442047879796,0.02640848644237681,0.0,0.03585574024376337,-0.01592571839490653,-0.01999985608738375,0.012901944368181484,0.038810384502864004,-0.012035111237293505,0.008325158416629064
