WIKI/F - Open,WIKI/F - High,WIKI/F - Low,WIKI/F - Close,WIKI/F - Volume,WIKI/F - Ex-Dividend,WIKI/F - Split Ratio,WIKI/F - Adj. Open,WIKI/F - Adj. High,WIKI/F - Adj. Low,WIKI/F - Adj. Close,WIKI/F - Adj. Volume,WIKI/MSFT - Open,WIKI/MSFT - High,WIKI/MSFT - Low,WIKI/MSFT - Close,WIKI/MSFT - Volume,WIKI/MSFT - Ex-Dividend,WIKI/MSFT - Split Ratio,WIKI/MSFT - Adj. Open,WIKI/MSFT - Adj. High,WIKI/MSFT - Adj. Low,WIKI/MSFT - Adj. Close,WIKI/MSFT - Adj. Volume,WIKI/FB - Open,WIKI/FB - High,WIKI/FB - Low,WIKI/FB - Close,WIKI/FB - Volume,WIKI/FB - Ex-Dividend,WIKI/FB - Split Ratio,WIKI/FB - Adj. Open,WIKI/FB - Adj. High,WIKI/FB - Adj. Low,WIKI/FB - Adj. Close,WIKI/FB - Adj. Volume,WIKI/NFLX - Open,WIKI/NFLX - High,WIKI/NFLX - Low,WIKI/NFLX - Close,WIKI/NFLX - Volume,WIKI/NFLX - Ex-Dividend,WIKI/NFLX - Split Ratio,WIKI/NFLX - Adj. Open,WIKI/NFLX - Adj. High,WIKI/NFLX - Adj. Low,WIKI/NFLX - Adj. Close,WIKI/NFLX - Adj. Volume,WIKI/GOOG - Open,WIKI/GOOG - High,WIKI/GOOG - Low,WIKI/GOOG - Close,WIKI/GOOG - Volume,WIKI/GOOG - Ex-Dividend,WIKI/GOOG - Split Ratio,WIKI/GOOG - Adj. Open,WIKI/GOOG - Adj. High,WIKI/GOOG - Adj. Low,WIKI/GOOG - Adj. Close,WIKI/GOOG - Adj. Volume,WIKI/TSLA - Open,WIKI/TSLA - High,WIKI/TSLA - Low,WIKI/TSLA - Close,WIKI/TSLA - Volume,WIKI/TSLA - Ex-Dividend,WIKI/TSLA - Split Ratio,WIKI/TSLA - Adj. Open,WIKI/TSLA - Adj. High,WIKI/TSLA - Adj. Low,WIKI/TSLA - Adj. Close,WIKI/TSLA - Adj. Volume,BCB/7 - Value
12.35,12.38,12.29,12.36,22458375.0,0.0,1.0,11.549649339366,11.577705167721,11.493537682657,11.559001282151,22458375.0,57.6,57.75,57.26,57.67,15221922.0,0.0,1.0,55.976604470322,56.122376877797,55.646187013379,56.04463159381,15221922.0,123.33,124.83,123.11,124.15,14386361.0,0.0,1.0,123.33,124.83,123.11,124.15,14386361.0,95.67,96.13,94.95,95.26,5830548.0,0.0,1.0,95.67,96.13,94.95,95.26,5830548.0,773.27,774.54,770.0502,772.15,951362.0,0.0,1.0,773.27,774.54,770.0502,772.15,951362.0,224.17,225.11,222.68,222.93,2065493.0,0.0,1.0,224.17,225.11,222.68,222.93,2065493.0,57781.0
12.4,12.43,12.325,12.42,34631368.0,0.0,1.0,11.596409053291,11.624464881646,11.526269482404,11.615112938861,34631368.0,57.9,58.18,57.85,57.89,18732373.0,0.0,1.0,56.268149285271,56.540257779224,56.21955848278,56.258431124773,18732373.0,124.51,125.09,124.25,124.37,13309452.0,0.0,1.0,124.51,125.09,124.25,124.37,13309452.0,95.68,96.59,95.48,95.94,5239106.0,0.0,1.0,95.68,96.59,95.48,95.94,5239106.0,775.48,776.44,771.785,772.08,928232.0,0.0,1.0,775.48,776.44,771.785,772.08,928232.0,224.32,228.49,222.8,224.84,4784418.0,0.0,1.0,224.32,228.49,222.8,224.84,4784418.0,58020.0
12.41,12.44,12.28,12.3,19997097.0,0.0,1.0,11.605760996076,11.633816824431,11.484185739872,11.502889625442,19997097.0,57.8,58.04,57.715,57.95,18151506.0,0.0,1.0,56.170967680288,56.404203532248,56.088363316053,56.316740087763,18151506.0,124.47,124.69,123.09,123.48,12243719.0,0.0,1.0,124.47,124.69,123.09,123.48,12243719.0,96.13,96.36,94.91,95.18,6276468.0,0.0,1.0,96.13,96.36,94.91,95.18,6276468.0,770.58,774.5,767.07,769.64,1071999.0,0.0,1.0,770.58,774.5,767.07,769.64,1071999.0,227.05,227.15,222.22,222.62,2570693.0,0.0,1.0,227.05,227.15,222.22,222.62,2570693.0,57717.0
12.3,12.52,12.21,12.47,44710764.0,0.0,1.0,11.502889625442,11.70863236671,11.418722140378,11.661872652785,44710764.0,57.88,58.29,57.78,58.17,18552579.0,0.0,1.0,56.248712964275,56.647157544706,56.151531359292,56.530539618726,18552579.0,123.12,124.37,123.1,123.89,10730811.0,0.0,1.0,123.12,124.37,123.1,123.89,10730811.0,96.38,98.245,96.04,97.32,10823055.0,0.0,1.0,96.38,98.245,96.04,97.32,10823055.0,767.0,771.89,763.1846,769.41,926883.0,0.0,1.0,767.0,771.89,763.1846,769.41,926883.0,223.11,223.8,220.77,220.96,1762519.0,0.0,1.0,223.11,223.8,220.77,220.96,1762519.0,57722.0
12.47,12.55,12.34,12.38,22645892.0,0.0,1.0,11.661872652785,11.736688195065,11.540297396582,11.577705167721,22645892.0,58.28,58.7,57.69,58.03,20971202.0,0.0,1.0,56.637439384208,57.045602125137,56.064067914807,56.39448537175,20971202.0,124.05,125.19,123.91,124.96,17504825.0,0.0,1.0,124.05,125.19,123.91,124.96,17504825.0,97.33,97.95,96.57,97.58,6617636.0,0.0,1.0,97.33,97.95,96.57,97.58,6617636.0,769.0,776.0799,765.85,769.54,1166681.0,0.0,1.0,769.0,776.0799,765.85,769.54,1166681.0,222.14,222.855,218.82,219.99,2238992.0,0.0,1.0,222.14,222.855,218.82,219.99,2238992.0,57716.0
12.38,12.5,12.38,12.47,22239159.0,0.0,1.0,11.577705167721,11.68992848114,11.577705167721,11.661872652785,22239159.0,58.18,58.6,58.1,58.1,16417207.0,0.0,1.0,56.540257779224,56.948420520154,56.462512495238,56.462512495238,16417207.0,124.35,126.73,124.35,126.54,15925900.0,0.0,1.0,124.35,126.73,124.35,126.54,15925900.0,96.97,98.4497,96.57,97.3,8008430.0,0.0,1.0,96.97,98.4497,96.57,97.3,8008430.0,768.74,774.99,766.615,772.15,847565.0,0.0,1.0,768.74,774.99,766.615,772.15,847565.0,220.15,220.4,215.0,215.2,3266334.0,0.0,1.0,220.15,220.4,215.0,215.2,3266334.0,58610.0
12.46,12.56,12.43,12.55,26039658.0,0.0,1.0,11.652520710001,11.74604013785,11.624464881646,11.736688195065,26039658.0,57.98,58.19,57.61,57.89,16930185.0,0.0,1.0,56.345894569258,56.549975939723,55.98632263082,56.258431124773,16930185.0,126.6,126.6,125.15,125.84,17804286.0,0.0,1.0,126.6,126.6,125.15,125.84,17804286.0,97.84,98.85,97.14,97.45,6093536.0,0.0,1.0,97.84,98.85,97.14,97.45,6093536.0,769.33,774.466,766.84,769.09,1130029.0,0.0,1.0,769.33,774.466,766.84,769.09,1130029.0,216.11,216.11,210.52,211.34,3168862.0,0.0,1.0,216.11,216.11,210.52,211.34,3168862.0,58575.0
12.48,12.61,12.48,12.6,26030649.0,0.0,1.0,11.67122459557,11.792799851774,11.67122459557,11.783447908989,26030649.0,57.65,57.8,57.3,57.46,20860269.0,0.0,1.0,56.025195272813,56.170967680288,55.685059655372,55.840550223345,20860269.0,125.6,126.22,125.1,126.12,14200636.0,0.0,1.0,125.6,126.22,125.1,126.12,14200636.0,97.48,97.88,96.76,97.45,4690614.0,0.0,1.0,97.48,97.88,96.76,97.45,4690614.0,767.01,769.09,765.38,767.05,1248556.0,0.0,1.0,767.01,769.09,765.38,767.05,1248556.0,210.43,212.6,208.65,212.01,3276548.0,0.0,1.0,210.43,212.6,208.65,212.01,3276548.0,57901.0
12.66,12.72,12.35,12.44,40510406.0,0.0,1.0,11.839559565699,11.895671222408,11.549649339366,11.633816824431,40510406.0,57.01,57.82,57.01,57.59,26075363.0,0.0,1.0,55.403233000921,56.190404001285,55.403233000921,55.966886309824,26075363.0,126.38,126.63,125.6,126.17,13536125.0,0.0,1.0,126.38,126.63,125.6,126.17,13536125.0,97.81,97.98,96.916,97.38,4148621.0,0.0,1.0,97.81,97.98,96.916,97.38,4148621.0,769.25,771.02,764.3,768.78,925131.0,0.0,1.0,769.25,771.02,764.3,768.78,925131.0,209.01,211.0999,200.5,200.77,7943138.0,0.0,1.0,209.01,211.0999,200.5,200.77,7943138.0,58236.0
12.53,12.57,12.46,12.5,21075786.0,0.0,1.0,11.717984309495,11.755392080635,11.652520710001,11.68992848114,21075786.0,57.67,58.19,57.42,57.67,18900489.0,0.0,1.0,56.04463159381,56.549975939723,55.801677581352,56.04463159381,18900489.0,126.85,126.86,126.0,126.51,12118773.0,0.0,1.0,126.85,126.86,126.0,126.51,12118773.0,97.9,98.18,97.01,97.38,4247182.0,0.0,1.0,97.9,98.18,97.01,97.38,4247182.0,773.01,773.9199,768.41,771.46,1072658.0,0.0,1.0,773.01,773.9199,768.41,771.46,1072658.0,202.33,203.2,196.2,197.78,5977413.0,0.0,1.0,202.33,203.2,196.2,197.78,5977413.0,59616.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59566.0
12.49,12.67,12.43,12.67,36098440.0,0.0,1.0,11.680576538355,11.848911508484,11.624464881646,11.848911508484,36098440.0,57.78,57.8,57.21,57.61,16278416.0,0.0,1.0,56.151531359292,56.170967680288,55.597596210887,55.98632263082,16278416.0,126.67,129.94,126.47,129.73,26278407.0,0.0,1.0,126.67,129.94,126.47,129.73,26278407.0,97.76,100.32,97.649,100.09,9036092.0,0.0,1.0,97.76,100.32,97.649,100.09,9036092.0,773.45,782.0,771.0,780.08,1442822.0,0.0,1.0,773.45,782.0,771.0,780.08,1442822.0,199.02,203.25,199.0,202.83,4390572.0,0.0,1.0,199.02,203.25,199.0,202.83,4390572.0,60129.0
12.62,12.75,12.62,12.7,22873210.0,0.0,1.0,11.802151794559,11.923727050763,11.802151794559,11.876967336838,22873210.0,57.47,57.84,57.405,57.66,17493359.0,0.0,1.0,55.850268383844,56.209840322282,55.787100340605,56.034913433312,17493359.0,130.04,131.98,129.95,131.05,27990796.0,0.0,1.0,130.04,131.98,129.95,131.05,27990796.0,100.11,100.19,98.42,99.15,6468512.0,0.0,1.0,100.11,100.19,98.42,99.15,6468512.0,780.0,782.73,776.2,780.35,894021.0,0.0,1.0,780.0,782.73,776.2,780.35,894021.0,205.5,206.4968,200.71,201.71,3640923.0,0.0,1.0,205.5,206.4968,200.71,201.71,3640923.0,
12.5,12.75,12.5,12.73,34017856.0,0.0,1.0,11.68992848114,11.923727050763,11.68992848114,11.905023165193,34017856.0,57.63,57.79,57.18,57.43,20146083.0,0.0,1.0,56.005758951817,56.16124951979,55.568441729392,55.81139574185,20146083.0,130.92,131.08,129.81,130.27,15676595.0,0.0,1.0,130.92,131.08,129.81,130.27,15676595.0,99.23,100.05,98.82,99.66,5201208.0,0.0,1.0,99.23,100.05,98.82,99.66,5201208.0,778.59,780.35,773.58,775.32,1270264.0,0.0,1.0,778.59,780.35,773.58,775.32,1270264.0,199.55,199.89,196.36,197.36,3377946.0,0.0,1.0,199.55,199.89,196.36,197.36,3377946.0,60231.0
12.61,12.685,12.38,12.38,35733644.0,0.0,1.0,11.792799851774,11.862939422661,11.577705167721,11.577705167721,35733644.0,56.79,57.52,56.21,56.21,35113934.0,0.0,1.0,55.189433469958,55.898859186335,54.625780161055,54.625780161055,35113934.0,129.71,129.949,127.1,127.1,27100679.0,0.0,1.0,129.71,129.949,127.1,127.1,27100679.0,99.06,99.39,96.5,96.5,7373319.0,0.0,1.0,99.06,99.39,96.5,96.5,7373319.0,770.1,773.245,759.66,759.66,1885496.0,0.0,1.0,770.1,773.245,759.66,759.66,1885496.0,199.09,199.92,193.7,194.47,3756992.0,0.0,1.0,199.09,199.92,193.7,194.47,3756992.0,57999.0
12.32,12.77,12.28,12.7,42690174.0,0.0,1.0,11.521593511012,11.942430936333,11.484185739872,11.876967336838,42690174.0,56.0,57.205,55.61,57.05,29302962.0,0.0,1.0,54.421698790591,55.592737130638,54.042690531156,55.442105642914,29302962.0,125.96,128.76,125.75,128.69,21252752.0,0.0,1.0,125.96,128.76,125.75,128.69,21252752.0,95.91,99.29,95.71,99.05,7718351.0,0.0,1.0,95.91,99.29,95.71,99.05,7718351.0,755.13,770.29,754.0001,769.02,1310986.0,0.0,1.0,755.13,770.29,754.0001,769.02,1310986.0,195.0,201.369,194.1,198.3,3715161.0,0.0,1.0,195.0,201.369,194.1,198.3,3715161.0,58586.0
12.53,12.68,12.33,12.38,56549095.0,0.0,1.0,11.717984309495,11.858263451269,11.530945453797,11.577705167721,56549095.0,56.5,56.65,56.05,56.53,30130213.0,0.0,1.0,54.907606815507,55.053379222981,54.470289593082,54.936761297002,30130213.0,128.03,128.35,126.66,127.21,18016152.0,0.0,1.0,128.03,128.35,126.66,127.21,18016152.0,97.17,98.0,95.33,96.09,11788078.0,0.0,1.0,97.17,98.0,95.33,96.09,11788078.0,764.48,766.2195,755.8,759.69,1395046.0,0.0,1.0,764.48,766.2195,755.8,759.69,1395046.0,197.06,198.49,193.45,196.05,3589379.0,0.0,1.0,197.06,198.49,193.45,196.05,3589379.0,56820.0
12.18,12.31,12.11,12.14,62442211.0,0.0,1.0,11.390666312023,11.512241568227,11.325202712529,11.353258540883,62442211.0,56.39,56.63,56.03,56.26,24274273.0,0.0,1.0,54.800707050025,55.033942901985,54.450853272086,54.674370963547,24274273.0,126.89,128.8,126.89,127.77,15720388.0,0.0,1.0,126.89,128.8,126.89,127.77,15720388.0,97.35,98.35,96.96,97.01,8528450.0,0.0,1.0,97.35,98.35,96.96,97.01,8528450.0,759.61,767.68,759.11,762.49,1094490.0,0.0,1.0,759.61,767.68,759.11,762.49,1094490.0,195.75,197.9248,194.8562,196.41,2259231.0,0.0,1.0,195.75,197.9248,194.8562,196.41,2259231.0,57059.0
12.14,12.18,12.06,12.11,57360415.0,0.0,1.0,11.353258540883,11.390666312023,11.278442998604,11.325202712529,57360415.0,56.15,57.35,55.98,57.19,27062614.0,0.0,1.0,54.567471198065,55.733650457864,54.402262469594,55.578159889891,27062614.0,127.98,129.1,127.67,128.35,15111838.0,0.0,1.0,127.98,129.1,127.67,128.35,15111838.0,97.23,97.97,96.53,97.34,5299930.0,0.0,1.0,97.23,97.97,96.53,97.34,5299930.0,762.89,773.8,759.96,771.76,1346751.0,0.0,1.0,762.89,773.8,759.96,771.76,1346751.0,196.49,202.5193,196.4,200.42,3085115.0,0.0,1.0,196.49,202.5193,196.4,200.42,3085115.0,57909.0
12.05,12.13,12.01,12.11,26271468.0,0.0,1.0,11.269091055819,11.343906598098,11.231683284679,11.325202712529,26271468.0,57.63,57.63,56.75,57.25,44606965.0,0.0,1.0,56.005758951817,56.005758951817,55.150560827965,55.636468852881,44606965.0,128.2,129.18,128.2,129.07,24119174.0,0.0,1.0,128.2,129.18,128.2,129.07,24119174.0,97.1,99.49,97.04,99.48,9445109.0,0.0,1.0,97.1,99.49,97.04,99.48,9445109.0,769.75,769.75,764.66,768.88,2049338.0,0.0,1.0,769.75,769.75,764.66,768.88,2049338.0,200.42,205.7,199.0,205.4,3107808.0,0.0,1.0,200.42,205.7,199.0,205.4,3107808.0,57079.0
12.12,12.33,12.0586,12.11,41174953.0,0.0,1.0,11.334554655313,11.530945453797,11.277133726614,11.325202712529,41174953.0,57.27,57.75,56.85,56.93,20937104.0,0.0,1.0,55.655905173877,56.122376877797,55.247742432948,55.325487716934,20937104.0,129.91,129.94,128.26,128.65,14958794.0,0.0,1.0,129.91,129.94,128.26,128.65,14958794.0,99.9,100.35,97.82,98.06,8616183.0,0.0,1.0,99.9,100.35,97.82,98.06,8616183.0,772.42,774.0,764.4406,765.7,1172824.0,0.0,1.0,772.42,774.0,764.4406,765.7,1172824.0,207.0,209.43,205.0,206.34,2299498.0,0.0,1.0,207.0,209.43,205.0,206.34,2299498.0,57350.0
12.09,12.19,11.96,12.0,37808393.0,0.0,1.0,11.306498826959,11.400018254808,11.184923570755,11.222331341895,37808393.0,57.35,57.35,56.75,56.81,17383982.0,0.0,1.0,55.733650457864,55.733650457864,55.150560827965,55.208869790955,17383982.0,128.65,129.17,128.0307,128.64,11083808.0,0.0,1.0,128.65,129.17,128.0307,128.64,11083808.0,98.78,99.16,97.66,98.25,4736762.0,0.0,1.0,98.78,99.16,97.66,98.25,4736762.0,769.0,773.33,768.53,771.41,978631.0,0.0,1.0,769.0,773.33,768.53,771.41,978631.0,206.85,207.75,203.91,204.64,2410488.0,0.0,1.0,206.85,207.75,203.91,204.64,2410488.0,57736.0
12.08,12.11,12.01,12.09,32934639.0,0.0,1.0,11.297146884174,11.325202712529,11.231683284679,11.306498826959,32934639.0,57.51,57.85,57.08,57.76,33707272.0,0.0,1.0,55.889141025837,56.21955848278,55.471260124409,56.132095038295,33707272.0,129.13,130.005,128.39,129.94,14068336.0,0.0,1.0,129.13,130.005,128.39,129.94,14068336.0,96.9,97.1,93.26,94.88,20042236.0,0.0,1.0,96.9,97.1,93.26,94.88,20042236.0,772.66,777.16,768.301,776.22,1167810.0,0.0,1.0,772.66,777.16,768.301,776.22,1167810.0,206.37,207.0,201.56,205.22,2633503.0,0.0,1.0,206.37,207.0,201.56,205.22,2633503.0,58393.0
12.17,12.29,12.16,12.18,36129593.0,0.0,1.0,11.381314369238,11.493537682657,11.371962426453,11.390666312023,36129593.0,57.92,58.0,57.63,57.82,19822203.0,0.0,1.0,56.287585606268,56.365330890255,56.005758951817,56.190404001285,19822203.0,130.5,130.73,129.56,130.08,15538307.0,0.0,1.0,130.5,130.73,129.56,130.08,15538307.0,95.54,95.88,94.23,95.83,11214973.0,0.0,1.0,95.54,95.88,94.23,95.83,11214973.0,780.0,789.85,778.44,787.21,1486223.0,0.0,1.0,780.0,789.85,778.44,787.21,1486223.0,206.4,207.28,203.0,206.43,2382902.0,0.0,1.0,206.4,207.28,203.0,206.43,2382902.0,58994.0
12.12,12.22,12.12,12.17,18993030.0,0.0,1.0,11.334554655313,11.428074083163,11.334554655313,11.381314369238,18993030.0,57.87,57.91,57.38,57.43,19955336.0,0.0,1.0,56.238994803776,56.27786744577,55.762804939359,55.81139574185,19955336.0,127.56,128.6,127.3,127.96,28326266.0,0.0,1.0,127.56,128.6,127.3,127.96,28326266.0,95.75,96.97,95.43,95.94,6179471.0,0.0,1.0,95.75,96.97,95.43,95.94,6179471.0,786.59,788.93,784.15,786.9,1411937.0,0.0,1.0,786.59,788.93,784.15,786.9,1411937.0,205.99,210.18,205.67,207.45,2905229.0,0.0,1.0,205.99,210.18,205.67,207.45,2905229.0,58697.0
12.12,12.12,12.0,12.01,26753588.0,0.0,1.0,11.334554655313,11.334554655313,11.222331341895,11.231683284679,26753588.0,57.08,57.14,56.83,56.9,21688720.0,0.0,1.0,55.471260124409,55.529569087399,55.228306111951,55.296333235439,21688720.0,127.37,128.16,126.8,127.31,15064940.0,0.0,1.0,127.37,128.16,126.8,127.31,15064940.0,95.38,95.38,94.04,94.56,6739188.0,0.0,1.0,95.38,95.38,94.04,94.56,6739188.0,782.74,782.74,773.07,774.21,1533206.0,0.0,1.0,782.74,782.74,773.07,774.21,1533206.0,206.5,211.0,206.5,208.99,2394358.0,0.0,1.0,206.5,211.0,206.5,208.99,2394358.0,58053.0
12.02,12.09,11.93,11.98,28965759.0,0.0,1.0,11.241035227464,11.306498826959,11.1568677424,11.203627456325,28965759.0,56.93,58.06,56.681,57.95,28065071.0,0.0,1.0,55.325487716934,56.423639853245,55.083505520526,56.316740087763,28065071.0,127.61,129.01,127.43,128.69,15637111.0,0.0,1.0,127.61,129.01,127.43,128.69,15637111.0,95.04,97.64,95.0,97.07,9680100.0,0.0,1.0,95.04,97.64,95.0,97.07,9680100.0,775.5,785.9899,774.308,783.01,1153247.0,0.0,1.0,775.5,785.9899,774.308,783.01,1153247.0,209.65,209.9818,204.6093,205.81,3373180.0,0.0,1.0,209.65,209.9818,204.6093,205.81,3373180.0,58382.0
12.02,12.09,11.96,12.09,29332634.0,0.0,1.0,11.241035227464,11.306498826959,11.184923570755,11.306498826959,29332634.0,57.88,58.06,57.67,58.03,20536400.0,0.0,1.0,56.248712964275,56.423639853245,56.04463159381,56.39448537175,20536400.0,129.21,129.47,128.4,129.23,12047636.0,0.0,1.0,129.21,129.47,128.4,129.23,12047636.0,97.1,97.59,96.02,97.48,7235109.0,0.0,1.0,97.1,97.59,96.02,97.48,7235109.0,777.85,781.81,774.97,781.56,1109834.0,0.0,1.0,777.85,781.81,774.97,781.56,1109834.0,207.51,208.25,205.26,206.27,2088374.0,0.0,1.0,207.51,208.25,205.26,206.27,2088374.0,59355.0
12.03,12.12,11.95,11.97,23397154.0,0.0,1.0,11.250387170249,11.334554655313,11.17557162797,11.19427551354,23397154.0,57.81,58.1679,57.21,57.4,25463536.0,0.0,1.0,56.180685840787,56.528498805021,55.597596210887,55.782241260355,25463536.0,129.18,129.29,127.55,128.09,14532241.0,0.0,1.0,129.18,129.29,127.55,128.09,14532241.0,97.31,98.31,96.6,96.67,6217636.0,0.0,1.0,97.31,98.31,96.6,96.67,6217636.0,781.44,785.8,774.232,775.01,1314746.0,0.0,1.0,781.44,785.8,774.232,775.01,1314746.0,205.6,207.33,200.58,200.7,2727029.0,0.0,1.0,205.6,207.33,200.58,200.7,2727029.0,58350.0
12.0,12.14,11.99,12.07,34903708.0,0.0,1.0,11.222331341895,11.353258540883,11.21297939911,11.287794941389,34903708.0,57.57,57.77,57.34,57.6,29910788.0,0.0,1.0,55.947449988827,56.141813198793,55.723932297366,55.976604470322,29910788.0,128.03,128.59,127.45,128.27,18402945.0,0.0,1.0,128.03,128.59,127.45,128.27,18402945.0,96.9,99.53,96.79,98.55,9807925.0,0.0,1.0,96.9,99.53,96.79,98.55,9807925.0,776.33,780.94,774.09,777.29,1585333.0,0.0,1.0,776.33,780.94,774.09,777.29,1585333.0,202.21,204.98,199.55,204.03,2586273.0,0.0,1.0,202.21,204.98,199.55,204.03,2586273.0,58367.0
12.06,12.15,12.02,12.1,20680831.0,0.0,1.0,11.278442998604,11.362610483668,11.241035227464,11.315850769744,20680831.0,57.405,57.55,57.06,57.42,19189515.0,0.0,1.0,55.787100340605,55.92801366783,55.451823803413,55.801677581352,19189515.0,128.38,129.09,127.8,128.77,13156943.0,0.0,1.0,128.38,129.09,127.8,128.77,13156943.0,98.0,103.39,98.0,102.63,15344490.0,0.0,1.0,98.0,103.39,98.0,102.63,15344490.0,774.25,776.065,769.5,772.56,1278821.0,0.0,1.0,774.25,776.065,769.5,772.56,1278821.0,212.3,215.6688,208.25,213.7,5999892.0,0.0,1.0,212.3,215.6688,208.25,213.7,5999892.0,59461.0
12.11,12.25,12.09,12.2,23948703.0,0.0,1.0,11.325202712529,11.456129911517,11.306498826959,11.409370197593,23948703.0,57.27,57.595,56.97,57.24,20085874.0,0.0,1.0,55.655905173877,55.971745390073,55.364360358928,55.626750692382,20085874.0,129.17,129.2765,127.5499,128.19,14307548.0,0.0,1.0,129.17,129.2765,127.5499,128.19,14307548.0,103.19,104.44,101.86,102.34,12143104.0,0.0,1.0,103.19,104.44,101.86,102.34,12143104.0,776.03,778.71,772.89,776.43,1201350.0,0.0,1.0,776.03,778.71,772.89,776.43,1201350.0,213.1,213.32,208.82,211.41,3541481.0,0.0,1.0,213.1,213.32,208.82,211.41,3541481.0,59339.0
12.22,12.53,12.22,12.48,55529059.0,0.0,1.0,11.428074083163,11.717984309495,11.428074083163,11.67122459557,55529059.0,57.29,57.9601,57.26,57.64,16726411.0,0.0,1.0,55.675341494874,56.326555429866,55.646187013379,56.015477112315,16726411.0,128.25,128.8,127.83,128.47,12386753.0,0.0,1.0,128.25,128.8,127.83,128.47,12386753.0,103.5,106.97,103.4301,106.28,12942880.0,0.0,1.0,103.5,106.97,103.4301,106.28,12942880.0,779.31,782.07,775.65,776.47,1461151.0,0.0,1.0,779.31,782.07,775.65,776.47,1461151.0,212.24,213.15,208.12,208.46,1877534.0,0.0,1.0,212.24,213.15,208.12,208.46,1877534.0,60254.0
12.43,12.505,12.33,12.39,25875768.0,0.0,1.0,11.624464881646,11.694604452533,11.530945453797,11.587057110506,25875768.0,57.74,57.86,57.28,57.74,16212611.0,0.0,1.0,56.112658717298,56.229276643278,55.665623334376,56.112658717298,16212611.0,128.43,129.06,128.08,128.74,11682729.0,0.0,1.0,128.43,129.06,128.08,128.74,11682729.0,104.97,105.47,103.88,105.07,6587738.0,0.0,1.0,104.97,105.47,103.88,105.07,6587738.0,779.0,780.48,775.54,776.86,1070692.0,0.0,1.0,779.0,780.48,775.54,776.86,1070692.0,202.46,204.2099,200.21,201.0,4703402.0,0.0,1.0,202.46,204.2099,200.21,201.0,4703402.0,60644.0
12.39,12.42,12.2,12.29,22073119.0,0.0,1.0,11.587057110506,11.615112938861,11.409370197593,11.493537682657,22073119.0,57.85,57.98,57.42,57.8,20089020.0,0.0,1.0,56.21955848278,56.345894569258,55.801677581352,56.170967680288,20089020.0,129.04,129.25,128.33,128.99,12804420.0,0.0,1.0,129.04,129.25,128.33,128.99,12804420.0,103.98,106.5,103.5501,104.82,8659518.0,0.0,1.0,103.98,106.5,103.5501,104.82,8659518.0,779.66,779.66,770.75,775.08,933158.0,0.0,1.0,779.66,779.66,770.75,775.08,933158.0,201.0,201.32,195.8,196.61,3493018.0,0.0,1.0,201.0,201.32,195.8,196.61,3493018.0,61108.0
12.35,12.38,12.1,12.12,24951437.0,0.0,1.0,11.549649339366,11.577705167721,11.315850769744,11.334554655313,24951437.0,57.91,58.39,57.87,58.04,18196509.0,0.0,1.0,56.27786744577,56.744339149689,56.238994803776,56.404203532248,18196509.0,129.68,130.7,129.2,130.24,15138720.0,0.0,1.0,129.68,130.7,129.2,130.24,15138720.0,103.18,104.53,102.76,103.33,6699653.0,0.0,1.0,103.18,104.53,102.76,103.33,6699653.0,777.71,789.38,775.87,785.94,1174923.0,0.0,1.0,777.71,789.38,775.87,785.94,1174923.0,201.35,204.14,199.66,200.95,3316297.0,0.0,1.0,201.35,204.14,199.66,200.95,3316297.0,61668.0
12.17,12.17,11.91,11.99,40048627.0,0.0,1.0,11.381314369238,11.381314369238,11.13816385683,11.21297939911,40048627.0,57.89,58.02,56.89,57.19,26497418.0,0.0,1.0,56.258431124773,56.384767211251,55.286615074941,55.578159889891,26497418.0,130.23,130.64,128.23,128.88,17537928.0,0.0,1.0,130.23,130.64,128.23,128.88,17537928.0,102.31,102.9,99.86,100.59,9032854.0,0.0,1.0,102.31,102.9,99.86,100.59,9032854.0,786.66,792.28,780.58,783.07,1372461.0,0.0,1.0,786.66,792.28,780.58,783.07,1372461.0,201.85,202.2,198.31,200.1,2328422.0,0.0,1.0,201.85,202.2,198.31,200.1,2328422.0,61021.0
12.0,12.01,11.94,11.96,20617631.0,0.0,1.0,11.222331341895,11.231683284679,11.166219685185,11.184923570755,20617631.0,57.11,57.27,56.4,57.11,22177464.0,0.0,1.0,55.500414605904,55.655905173877,54.810425210523,55.500414605904,22177464.0,129.01,129.66,128.46,129.05,11072991.0,0.0,1.0,129.01,129.66,128.46,129.05,11072991.0,100.88,102.47,99.22,99.5,7426504.0,0.0,1.0,100.88,102.47,99.22,99.5,7426504.0,783.76,788.13,782.06,786.14,937435.0,0.0,1.0,783.76,788.13,782.06,786.14,937435.0,200.95,203.88,200.42,201.51,1970689.0,0.0,1.0,200.95,203.88,200.42,201.51,1970689.0,
